$GPRMC,214540.00,A,4716.79378,N,12224.01536,W,0.06,356.11,250819,15.2,E,D*13
$GPRMC,214541.00,A,4716.79378,N,12224.01536,W,0.01,25.34,250819,15.2,E,D*25
$GPRMC,214542.00,A,4716.79378,N,12224.01536,W,0.13,323.08,250819,15.2,E,D*1F
$GPRMC,214543.00,A,4716.79378,N,12224.01535,W,0.08,253.35,250819,15.2,E,D*1F
$GPRMC,214544.00,A,4716.79378,N,12224.01535,W,0.05,341.01,250819,15.2,E,D*10
$GPRMC,214545.00,A,4716.79378,N,12224.01535,W,0.09,225.45,250819,15.2,E,D*1E
$GPRMC,214546.00,A,4716.79378,N,12224.01536,W,0.12,219.87,250819,15.2,E,D*15
$GPRMC,214547.00,A,4716.79377,N,12224.01537,W,0.03,199.07,250819,15.2,E,D*19
$GPRMC,214548.00,A,4716.79378,N,12224.01536,W,0.10,332.75,250819,15.2,E,D*1C
$GPRMC,214549.00,A,4716.79378,N,12224.01536,W,0.07,307.05,250819,15.2,E,D*1A
$GPRMC,214550.00,A,4716.79377,N,12224.01537,W,0.11,347.38,250819,15.2,E,D*11
$GPRMC,214551.00,A,4716.79378,N,12224.01537,W,0.06,180.44,250819,15.2,E,D*1B
$GPRMC,214552.00,A,4716.79378,N,12224.01536,W,0.08,186.53,250819,15.2,E,D*17
$GPRMC,214553.00,A,4716.79377,N,12224.01536,W,0.07,78.05,250819,15.2,E,D*25
$GPRMC,214554.00,A,4716.79377,N,12224.01537,W,0.02,218.66,250819,15.2,E,D*17
$GPRMC,214555.00,A,4716.79378,N,12224.01536,W,0.19,176.45,250819,15.2,E,D*18
$GPRMC,214556.00,A,4716.79377,N,12224.01535,W,0.19,269.95,250819,15.2,E,D*17
$GPRMC,214557.00,A,4716.79377,N,12224.01538,W,0.17,344.99,250819,15.2,E,D*17
$GPRMC,214558.00,A,4716.79378,N,12224.01537,W,0.02,233.13,250819,15.2,E,D*1F
$GPRMC,214559.00,A,4716.79378,N,12224.01537,W,0.11,25.97,250819,15.2,E,D*25
$GPRMC,214600.00,A,4716.79378,N,12224.01537,W,0.12,226.77,250819,15.2,E,D*16
$GPRMC,214601.00,A,4716.79378,N,12224.01537,W,0.14,59.51,250819,15.2,E,D*2F
$GPRMC,214602.00,A,4716.79379,N,12224.01536,W,0.07,94.49,250819,15.2,E,D*26
$GPRMC,214603.00,A,4716.79379,N,12224.01535,W,0.20,352.65,250819,15.2,E,D*16
$GPRMC,214604.00,A,4716.79379,N,12224.01535,W,0.11,159.72,250819,15.2,E,D*1C
$GPRMC,214605.00,A,4716.79379,N,12224.01535,W,0.18,334.73,250819,15.2,E,D*1C
$GPRMC,214606.00,A,4716.79379,N,12224.01535,W,0.14,163.49,250819,15.2,E,D*1A
$GPRMC,214607.00,A,4716.79379,N,12224.01535,W,0.08,33.71,250819,15.2,E,D*29
$GPRMC,214608.00,A,4716.79379,N,12224.01535,W,0.14,279.28,250819,15.2,E,D*1B
$GPRMC,214609.00,A,4716.79379,N,12224.01535,W,0.09,119.61,250819,15.2,E,D*1E
$GPRMC,214610.00,A,4716.79379,N,12224.01535,W,0.04,111.95,250819,15.2,E,D*18
$GPRMC,214611.00,A,4716.79379,N,12224.01535,W,0.01,336.15,250819,15.2,E,D*13
$GPRMC,214612.00,A,4716.79379,N,12224.01534,W,0.08,292.58,250819,15.2,E,D*1E
$GPRMC,214613.00,A,4716.79379,N,12224.01534,W,0.12,144.76,250819,15.2,E,D*10
$GPRMC,214614.00,A,4716.79379,N,12224.01535,W,0.17,290.94,250819,15.2,E,D*15
$GPRMC,214615.00,A,4716.79380,N,12224.01535,W,0.22,329.79,250819,15.2,E,D*14
$GPRMC,214616.00,A,4716.79380,N,12224.01535,W,0.11,68.64,250819,15.2,E,D*2D
$GPRMC,214617.00,A,4716.79380,N,12224.01534,W,0.11,230.32,250819,15.2,E,D*11
$GPRMC,214618.00,A,4716.79380,N,12224.01534,W,0.04,266.41,250819,15.2,E,D*1D
$GPRMC,214619.00,A,4716.79380,N,12224.01533,W,0.19,295.46,250819,15.2,E,D*1C
$GPRMC,214620.00,A,4716.79379,N,12224.01533,W,0.09,274.31,250819,15.2,E,D*1E
$GPRMC,214621.00,A,4716.79379,N,12224.01533,W,0.02,258.66,250819,15.2,E,D*18
$GPRMC,214622.00,A,4716.79379,N,12224.01533,W,0.07,102.28,250819,15.2,E,D*18
$GPRMC,214623.00,A,4716.79378,N,12224.01532,W,0.11,153.94,250819,15.2,E,D*1D
$GPRMC,214624.00,A,4716.79378,N,12224.01532,W,0.03,228.82,250819,15.2,E,D*11
$GPRMC,214625.00,A,4716.79378,N,12224.01531,W,0.04,84.85,250819,15.2,E,D*27
$GPRMC,214626.00,A,4716.79378,N,12224.01531,W,0.12,340.85,250819,15.2,E,D*18
$GPRMC,214627.00,A,4716.79378,N,12224.01531,W,0.10,4.12,250819,15.2,E,D*16
$GPRMC,214628.00,A,4716.79378,N,12224.01531,W,0.10,298.29,250819,15.2,E,D*16
$GPRMC,214629.00,A,4716.79378,N,12224.01533,W,0.04,236.88,250819,15.2,E,D*1F
$GPRMC,214630.00,A,4716.79378,N,12224.01533,W,0.11,108.30,250819,15.2,E,D*1E
$GPRMC,214631.00,A,4716.79379,N,12224.01531,W,0.06,51.77,250819,15.2,E,D*24
$GPRMC,214632.00,A,4716.79379,N,12224.01531,W,0.00,37.28,250819,15.2,E,D*2B
$GPRMC,214633.00,A,4716.79379,N,12224.01532,W,0.14,131.57,250819,15.2,E,D*13
$GPRMC,214634.00,A,4716.79379,N,12224.01532,W,0.11,45.32,250819,15.2,E,D*20
$GPRMC,214635.00,A,4716.79379,N,12224.01531,W,0.16,341.00,250819,15.2,E,D*13
$GPRMC,214636.00,A,4716.79379,N,12224.01532,W,0.01,344.47,250819,15.2,E,D*13
$GPRMC,214637.00,A,4716.79379,N,12224.01532,W,0.03,345.55,250819,15.2,E,D*12
$GPRMC,214638.00,A,4716.79379,N,12224.01530,W,0.06,283.88,250819,15.2,E,D*11
